Voltage: 2564mV,10/4/2023, 12:49:02 PM
Voltage: 2557mV,10/4/2023, 12:49:04 PM
Voltage: 2554mV,10/4/2023, 12:49:06 PM
Voltage: 2556mV,10/4/2023, 12:49:08 PM
Voltage: 2554mV,10/4/2023, 12:49:10 PM
Voltage: 2556mV,10/4/2023, 12:49:12 PM
Voltage: 2556mV,10/4/2023, 12:49:14 PM
Voltage: 2556mV,10/4/2023, 12:49:16 PM
Voltage: 2558mV,10/4/2023, 12:49:18 PM
Voltage: 2558mV,10/4/2023, 12:49:20 PM
Voltage: 2556mV,10/4/2023, 12:49:22 PM
Voltage: 2555mV,10/4/2023, 12:49:24 PM
Voltage: 2558mV,10/4/2023, 12:49:26 PM
Voltage: 2556mV,10/4/2023, 12:49:28 PM
Voltage: 2557mV,10/4/2023, 12:49:30 PM
Voltage: 2560mV,10/4/2023, 12:49:32 PM
Voltage: 2556mV,10/4/2023, 12:49:34 PM
Voltage: 2559mV,10/4/2023, 12:49:36 PM
Voltage: 2556mV,10/4/2023, 12:49:38 PM
Voltage: 2562mV,10/4/2023, 12:49:40 PM
Voltage: 2561mV,10/4/2023, 12:49:42 PM
Voltage: 2561mV,10/4/2023, 12:49:44 PM
Voltage: 2558mV,10/4/2023, 12:49:46 PM
Voltage: 2564mV,10/4/2023, 12:49:48 PM
Voltage: 2561mV,10/4/2023, 12:49:50 PM
Voltage: 2561mV,10/4/2023, 12:49:52 PM
Voltage: 2563mV,10/4/2023, 12:49:54 PM
Voltage: 2562mV,10/4/2023, 12:49:56 PM
Voltage: 2557mV,10/4/2023, 12:49:58 PM
Voltage: 2560mV,10/4/2023, 12:50:00 PM
Voltage: 2559mV,10/4/2023, 12:50:02 PM
Voltage: 2563mV,10/4/2023, 12:50:04 PM
Voltage: 2561mV,10/4/2023, 12:50:06 PM
Voltage: 2563mV,10/4/2023, 12:50:08 PM
Voltage: 2563mV,10/4/2023, 12:50:10 PM
Voltage: 2563mV,10/4/2023, 12:50:12 PM
Voltage: 2561mV,10/4/2023, 12:50:14 PM
Voltage: 2565mV,10/4/2023, 12:50:16 PM
Voltage: 2562mV,10/4/2023, 12:50:18 PM
Voltage: 2563mV,10/4/2023, 12:50:20 PM
Voltage: 2564mV,10/4/2023, 12:50:22 PM
Voltage: 2565mV,10/4/2023, 12:50:24 PM
Voltage: 2563mV,10/4/2023, 12:50:26 PM
Voltage: 2564mV,10/4/2023, 12:50:28 PM
Voltage: 2566mV,10/4/2023, 12:50:30 PM
Voltage: 2565mV,10/4/2023, 12:50:32 PM
Voltage: 2563mV,10/4/2023, 12:50:34 PM
Voltage: 2566mV,10/4/2023, 12:50:36 PM
Voltage: 2563mV,10/4/2023, 12:50:38 PM
Voltage: 2561mV,10/4/2023, 12:50:40 PM
Voltage: 2565mV,10/4/2023, 12:50:42 PM
